job_title,Coding_experience,programming_languages,IDE,Hosted_notebook,Computing_platform,Cluster
Data Engineer,3-5 years,"['Python', 'SQL', 'Java', 'Bash']",Jupyter (JupyterLab,Amazon EMR Notebooks,A personal computer or laptop,3
Student,3-5 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Statistician,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Research Scientist,1-2 years,"['Python', 'C', 'C++', 'Java', 'Bash']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C++']",Unknown,Unknown,Unknown,0
Data Analyst,1-2 years,"['Python', 'C++']",PyCharm,Colab Notebooks,A personal computer or laptop,3
Software Engineer,10-20 years,"['Python', 'SQL', 'Javascript', 'Other']",Visual Studio Code (VSCode),Unknown,A deep learning workstation (NVIDIA GTX,0
Student,< 1 years,"['Python', 'Java']",Spyder,Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,20+ years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,1-2 years,['Python'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,20+ years,"['Python', 'SQL', 'Bash']",Vim / Emacs,Unknown,A personal computer or laptop,0
Student,< 1 years,['Java'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Other,20+ years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,5-10 years,"['Python', 'C', 'C++', 'Java', 'Javascript', 'MATLAB']",PyCharm,Colab Notebooks,A personal computer or laptop,3
Other,5-10 years,"['Python', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,1-2 years,['Python'],PyCharm,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'SQL', 'Other']",Jupyter (JupyterLab,Colab Notebooks,Unknown,3
Student,3-5 years,"['SQL', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,['Python'],Jupyter (JupyterLab,Code Ocean,A personal computer or laptop,3
Business Analyst,3-5 years,"['Python', 'R', 'SQL', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'C', 'C++']",Spyder,Colab Notebooks,A personal computer or laptop,3
Other,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Machine Learning Engineer,20+ years,"['Python', 'C', 'MATLAB', 'Other']",Visual Studio,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Data Engineer,5-10 years,"['Python', 'R', 'Other']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,10-20 years,"['Python', 'SQL', 'Java', 'Javascript', 'Bash', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,5-10 years,['Python'],Jupyter (JupyterLab,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Business Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Analyst,3-5 years,['SQL'],Unknown,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'R', 'SQL']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A cloud computing platform (AWS,2
Student,< 1 years,"['Python', 'C++']",Unknown,Unknown,Unknown,0
Student,3-5 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,20+ years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'R', 'C', 'C++', 'Javascript', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,20+ years,['MATLAB'],MATLAB,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,20+ years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Student,1-2 years,"['R', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,1-2 years,"['Python', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Data Scientist,1-2 years,"['Python', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++', 'Javascript']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Currently not employed,1-2 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C++', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'C', 'Java', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,Unknown,3
Student,3-5 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Machine Learning Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'C++', 'Java', 'Javascript']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C++']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,3-5 years,"['Python', 'SQL']",Sublime Text,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'SQL', 'C++', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,10-20 years,"['Python', 'SQL', 'C', 'Java']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,10-20 years,"['Python', 'SQL', 'Bash', 'Other']",Jupyter (JupyterLab,Azure Notebooks,A personal computer or laptop,3
Other,< 1 years,['R'],RStudio,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,10-20 years,"['Python', 'R', 'SQL', 'C++', 'Java']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Other,< 1 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,10-20 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C', 'C++', 'Java', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
DBA/Database Engineer,1-2 years,['Python'],Vim / Emacs,Unknown,A personal computer or laptop,0
Other,20+ years,"['Python', 'SQL', 'C', 'C++', 'Bash', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
DBA/Database Engineer,10-20 years,"['Python', 'SQL', 'Other']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,"['Python', 'SQL', 'C', 'C++', 'MATLAB', 'Other']",Unknown,Unknown,Unknown,0
Software Engineer,10-20 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Other,1-2 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,20+ years,"['Python', 'R', 'SQL', 'C++']",Visual Studio,Unknown,A personal computer or laptop,0
Student,1-2 years,['Python'],Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Colab Notebooks,Unknown,3
Data Analyst,3-5 years,"['Python', 'R', 'SQL', 'Bash']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Product/Project Manager,< 1 years,['Python'],PyCharm,Colab Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'C++', 'MATLAB']",Spyder,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Data Analyst,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C++', 'MATLAB']",PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,10-20 years,"['Python', 'SQL', 'Julia']",PyCharm,Unknown,A cloud computing platform (AWS,2
Research Scientist,20+ years,"['Python', 'R']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Currently not employed,3-5 years,['R'],RStudio,Unknown,A personal computer or laptop,0
Research Scientist,< 1 years,"['Python', 'C', 'C++', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,1-2 years,"['Python', 'C++', 'MATLAB']",PyCharm,Binder / JupyterHub,A deep learning workstation (NVIDIA GTX,3
Student,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Business Analyst,1-2 years,"['R', 'SQL', 'Other']",RStudio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,20+ years,"['Python', 'Java', 'Javascript', 'Bash']",Sublime Text,Colab Notebooks,A cloud computing platform (AWS,2
Business Analyst,1-2 years,"['Python', 'Other']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Javascript', 'Other']",Notepad++,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'SQL', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Engineer,20+ years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Other']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,10-20 years,"['Python', 'C++']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'C']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Student,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,1-2 years,"['R', 'SQL', 'Javascript']",RStudio,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,20+ years,"['Python', 'SQL', 'C', 'C++', 'Javascript', 'MATLAB']",Visual Studio,Unknown,A deep learning workstation (NVIDIA GTX,0
Machine Learning Engineer,1-2 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Binder / JupyterHub,Unknown,3
Student,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Other,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C++', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,Unknown,3
Research Scientist,5-10 years,"['Python', 'Java']",PyCharm,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,['MATLAB'],MATLAB,Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,1-2 years,['Python'],Spyder,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'SQL', 'C++']",Visual Studio,Unknown,A personal computer or laptop,0
Data Engineer,5-10 years,"['Python', 'SQL']",Visual Studio Code (VSCode),Colab Notebooks,A cloud computing platform (AWS,2
Data Scientist,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,3-5 years,"['Python', 'C++', 'Javascript']",Visual Studio Code (VSCode),Binder / JupyterHub,A cloud computing platform (AWS,2
Student,1-2 years,"['C', 'Java', 'MATLAB']",Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,< 1 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,3-5 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A cloud computing platform (AWS,2
Data Analyst,3-5 years,['SQL'],Notepad++,Kaggle Notebooks,A personal computer or laptop,1
Data Engineer,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,3-5 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'R', 'SQL']",Visual Studio Code (VSCode),Colab Notebooks,A cloud computing platform (AWS,2
Data Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Student,< 1 years,['Javascript'],Notepad++,Unknown,A cloud computing platform (AWS,0
Statistician,20+ years,['Python'],Spyder,Unknown,A personal computer or laptop,0
Research Scientist,5-10 years,"['Python', 'C++', 'Bash']",Visual Studio Code (VSCode),Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Software Engineer,3-5 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Analyst,1-2 years,"['R', 'SQL', 'Javascript']",RStudio,Unknown,A cloud computing platform (AWS,0
Data Scientist,10-20 years,"['Python', 'R', 'Other']",Jupyter (JupyterLab,Azure Notebooks,A cloud computing platform (AWS,2
Data Scientist,3-5 years,['Python'],PyCharm,Colab Notebooks,A personal computer or laptop,3
Currently not employed,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Business Analyst,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,1-2 years,"['Python', 'R']",RStudio,Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,20+ years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C', 'Java', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'SQL', 'Java', 'Javascript', 'Bash']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,20+ years,"['Python', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Machine Learning Engineer,1-2 years,"['Python', 'Javascript']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,3-5 years,"['C++', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Business Analyst,20+ years,"['Python', 'R', 'SQL', 'Julia', 'Bash', 'Other']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
